VehicleID,FuelTime,FuelLevel,Speed,Acceleration,Lat,Lng,Address,DistanceMeters,TimeGapMinutes,SegmentID,IsSegmentStart,DeltaFuel,FuelRate,RollingMedian,RollingStd,RollingCount,RollingWindowReady,MovementState,FlagFuelZero,FlagLongGap,FlagLargeDelta,FlagSuspiciousGap,QualityFlag,QualityReason,FeatureStatus,FuelPct,DeltaPct,AbsDeltaFuel,DeltaOverNoise,RollingStd12,RollingStdPct,GpsSpeedKmh,MotionSpeedKmh,HasGPS,capacity_est,noise_sigma_liters,flat_jitter_threshold,spike_threshold,event_threshold,PrevMedian3,FutureMedian3,FutureMedian5,ReturnToPrevLevel,LocalRange5,LocalRange7,PeakReversalFlag,ValleyReversalFlag,TransientScore,AI_State_Raw,AI_State,AI_State_Confidence,CleanFuelRealtime
Car 5,2025-12-18 03:35:08,476.8,0,0.0,21.69541,104.852074,"Phường Âu Lâu, Tỉnh Lào Cai",0.0,5.0,44,0,0.0,0.0,476.8,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID,0.7991954408313778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,596.6,1.1932,2.983,7.1592,20.881000000000004,476.8,476.8,476.8,0.0,0.0,0.0,0,0,0.0,STABLE_JITTER,STABLE_JITTER,0.9994702251296291,476.8
Car 5,2025-12-18 03:40:08,476.8,0,0.0,21.69541,104.852074,"Phường Âu Lâu, Tỉnh Lào Cai",0.0,5.0,44,0,0.0,0.0,476.8,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID,0.7991954408313778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,596.6,1.1932,2.983,7.1592,20.881000000000004,476.8,476.8,476.8,0.0,0.0,0.0,0,0,0.0,STABLE_JITTER,STABLE_JITTER,0.9994702251296291,476.8
Car 5,2025-12-18 03:45:08,476.8,0,0.0,21.69541,104.852074,"Phường Âu Lâu, Tỉnh Lào Cai",0.0,5.0,44,0,0.0,0.0,476.8,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID,0.7991954408313778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,596.6,1.1932,2.983,7.1592,20.881000000000004,476.8,476.8,476.8,0.0,0.0,0.0,0,0,0.0,STABLE_JITTER,STABLE_JITTER,0.9994702251296291,476.8
Car 5,2025-12-18 03:50:08,476.8,0,0.0,21.69541,104.852074,"Phường Âu Lâu, Tỉnh Lào Cai",0.0,5.0,44,0,0.0,0.0,476.8,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID,0.7991954408313778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,596.6,1.1932,2.983,7.1592,20.881000000000004,476.8,476.8,476.8,0.0,0.0,0.0,0,0,0.0,STABLE_JITTER,STABLE_JITTER,0.9994702251296291,476.8
Car 5,2025-12-18 03:55:08,476.8,0,0.0,21.69541,104.852074,"Phường Âu Lâu, Tỉnh Lào Cai",0.0,5.0,44,0,0.0,0.0,476.8,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID,0.7991954408313778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,596.6,1.1932,2.983,7.1592,20.881000000000004,476.8,476.8,476.8,0.0,0.0,0.0,0,0,0.0,STABLE_JITTER,STABLE_JITTER,0.9994702251296291,476.8
Car 5,2025-12-18 04:00:08,476.8,0,0.0,21.69541,104.852074,"Phường Âu Lâu, Tỉnh Lào Cai",0.0,5.0,44,0,0.0,0.0,476.8,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID,0.7991954408313778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,596.6,1.1932,2.983,7.1592,20.881000000000004,476.8,476.8,476.8,0.0,0.0,0.0,0,0,0.0,STABLE_JITTER,STABLE_JITTER,0.9994702251296291,476.8
Car 5,2025-12-18 04:05:08,476.8,0,0.0,21.69541,104.852074,"Phường Âu Lâu, Tỉnh Lào Cai",0.0,5.0,44,0,0.0,0.0,476.8,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID,0.7991954408313778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,596.6,1.1932,2.983,7.1592,20.881000000000004,476.8,476.8,476.8,0.0,0.0,0.0,0,0,0.0,STABLE_JITTER,STABLE_JITTER,0.9994702251296291,476.8
Car 5,2025-12-18 04:10:08,476.8,0,0.0,21.69541,104.852074,"Phường Âu Lâu, Tỉnh Lào Cai",0.0,5.0,44,0,0.0,0.0,476.8,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID,0.7991954408313778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,596.6,1.1932,2.983,7.1592,20.881000000000004,476.8,476.8,476.8,0.0,0.0,0.0,0,0,0.0,STABLE_JITTER,STABLE_JITTER,0.9994702251296291,476.8
Car 5,2025-12-18 04:15:08,476.8,0,0.0,21.69541,104.852074,"Phường Âu Lâu, Tỉnh Lào Cai",0.0,5.0,44,0,0.0,0.0,476.8,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID,0.7991954408313778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,596.6,1.1932,2.983,7.1592,20.881000000000004,476.8,476.8,476.8,0.0,0.0,0.0,0,0,0.0,STABLE_JITTER,STABLE_JITTER,0.9994702251296291,476.8
Car 5,2025-12-18 04:20:08,476.8,0,0.0,21.69541,104.852074,"Phường Âu Lâu, Tỉnh Lào Cai",0.0,5.0,44,0,0.0,0.0,476.8,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID,0.7991954408313778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,596.6,1.1932,2.983,7.1592,20.881000000000004,476.8,476.8,476.8,0.0,0.0,0.0,0,0,0.0,STABLE_JITTER,STABLE_JITTER,0.9994702251296291,476.8
Car 5,2025-12-18 04:25:08,476.8,0,0.0,21.69541,104.852074,"Phường Âu Lâu, Tỉnh Lào Cai",0.0,5.0,44,0,0.0,0.0,476.8,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID,0.7991954408313778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,596.6,1.1932,2.983,7.1592,20.881000000000004,476.8,476.8,476.8,0.0,0.0,0.0,0,0,0.0,STABLE_JITTER,STABLE_JITTER,0.9994702251296291,476.8
Car 5,2025-12-18 04:30:08,476.8,0,0.0,21.69541,104.852074,"Phường Âu Lâu, Tỉnh Lào Cai",0.0,5.0,44,0,0.0,0.0,476.8,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID,0.7991954408313778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,596.6,1.1932,2.983,7.1592,20.881000000000004,476.8,476.8,476.8,0.0,0.0,0.0,0,0,0.0,STABLE_JITTER,STABLE_JITTER,0.9994702251296291,476.8
Car 5,2025-12-18 04:35:08,476.8,0,0.0,21.69541,104.852074,"Phường Âu Lâu, Tỉnh Lào Cai",0.0,5.0,44,0,0.0,0.0,476.8,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID,0.7991954408313778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,596.6,1.1932,2.983,7.1592,20.881000000000004,476.8,476.8,476.8,0.0,0.0,0.0,0,0,0.0,STABLE_JITTER,STABLE_JITTER,0.9994702251296291,476.8
Car 5,2025-12-18 04:40:08,476.8,0,0.0,21.69541,104.852074,"Phường Âu Lâu, Tỉnh Lào Cai",0.0,5.0,44,0,0.0,0.0,476.8,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID,0.7991954408313778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,596.6,1.1932,2.983,7.1592,20.881000000000004,476.8,476.8,476.8,0.0,0.0,0.0,0,0,0.0,STABLE_JITTER,STABLE_JITTER,0.9994702251296291,476.8
Car 5,2025-12-18 04:45:08,476.8,0,0.0,21.69541,104.852074,"Phường Âu Lâu, Tỉnh Lào Cai",0.0,5.0,44,0,0.0,0.0,476.8,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID,0.7991954408313778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,596.6,1.1932,2.983,7.1592,20.881000000000004,476.8,476.8,476.8,0.0,0.0,0.0,0,0,0.0,STABLE_JITTER,STABLE_JITTER,0.9994702251296291,476.8
Car 5,2025-12-18 04:50:08,476.8,0,0.0,21.69541,104.852074,"Phường Âu Lâu, Tỉnh Lào Cai",0.0,5.0,44,0,0.0,0.0,476.8,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID,0.7991954408313778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,596.6,1.1932,2.983,7.1592,20.881000000000004,476.8,476.8,476.8,0.0,0.0,0.0,0,0,0.0,STABLE_JITTER,STABLE_JITTER,0.9994702251296291,476.8
Car 5,2025-12-18 04:55:08,476.8,0,0.0,21.69541,104.852074,"Phường Âu Lâu, Tỉnh Lào Cai",0.0,5.0,44,0,0.0,0.0,476.8,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID,0.7991954408313778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,596.6,1.1932,2.983,7.1592,20.881000000000004,476.8,476.8,476.8,0.0,0.0,0.0,0,0,0.0,STABLE_JITTER,STABLE_JITTER,0.9994702251296291,476.8
Car 5,2025-12-18 05:00:08,477.0,0,0.0,21.69541,104.852074,"Phường Âu Lâu, Tỉnh Lào Cai",0.0,5.0,44,0,0.1999999999999886,0.0399999999999977,476.8,0.0894427190982213,5.0,1,Stopped,0,0,0,0,0,VALID,VALID,0.7995306738183037,0.0003352329869258944,0.1999999999999886,0.16761649346294719,0.0894427190982213,0.00014992074941036086,0.0,0.0,1,596.6,1.1932,2.983,7.1592,20.881000000000004,476.8,476.8,476.8,0.0,0.19999999999998863,0.19999999999998863,0,0,1.0,STABLE_JITTER,STABLE_JITTER,0.9999981250860507,477.0
Car 5,2025-12-18 05:05:08,477.0,0,0.0,21.69541,104.852074,"Phường Âu Lâu, Tỉnh Lào Cai",0.0,5.0,44,0,0.0,0.0,476.8,0.1095445114998951,5.0,1,Stopped,0,0,0,0,0,VALID,VALID,0.7995306738183037,0.0,0.0,0.0,0.1095445114998951,0.00018361466895724956,0.0,0.0,1,596.6,1.1932,2.983,7.1592,20.881000000000004,476.8,476.8,476.8,0.0,0.19999999999998863,0.19999999999998863,0,0,1.0,STABLE_JITTER,STABLE_JITTER,0.9994702251296291,477.0
Car 5,2025-12-18 05:10:08,477.0,0,0.0,21.69541,104.852074,"Phường Âu Lâu, Tỉnh Lào Cai",0.0,5.0,44,0,0.0,0.0,477.0,0.1095445115002181,5.0,1,Stopped,0,0,0,0,0,VALID,VALID,0.7995306738183037,0.0,0.0,0.0,0.1095445115002181,0.00018361466895779098,0.0,0.0,1,596.6,1.1932,2.983,7.1592,20.881000000000004,477.0,477.0,477.0,0.0,0.19999999999998863,0.19999999999998863,0,0,1.0,STABLE_JITTER,STABLE_JITTER,0.9994702251296291,477.0
Car 5,2025-12-18 05:15:08,477.0,0,0.0,21.69541,104.852074,"Phường Âu Lâu, Tỉnh Lào Cai",0.0,5.0,44,0,0.0,0.0,477.0,0.0894427190994081,5.0,1,Stopped,0,0,0,0,0,VALID,VALID,0.7995306738183037,0.0,0.0,0.0,0.0894427190994081,0.00014992074941235013,0.0,0.0,1,596.6,1.1932,2.983,7.1592,20.881000000000004,477.0,477.0,477.0,0.0,0.19999999999998863,0.19999999999998863,0,0,1.0,STABLE_JITTER,STABLE_JITTER,0.9994702251296291,477.0
Car 5,2025-12-18 05:20:08,477.0,0,0.0,21.69541,104.852074,"Phường Âu Lâu, Tỉnh Lào Cai",0.0,5.0,44,0,0.0,0.0,477.0,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID,0.7995306738183037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,596.6,1.1932,2.983,7.1592,20.881000000000004,477.0,477.0,477.0,0.0,0.0,0.19999999999998863,0,0,0.0,STABLE_JITTER,STABLE_JITTER,0.9994702251296291,477.0
Car 5,2025-12-18 05:25:08,477.0,0,0.0,21.69541,104.852074,"Phường Âu Lâu, Tỉnh Lào Cai",0.0,5.0,44,0,0.0,0.0,477.0,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID,0.7995306738183037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,596.6,1.1932,2.983,7.1592,20.881000000000004,477.0,477.0,477.0,0.0,0.0,0.19999999999998863,0,0,0.0,STABLE_JITTER,STABLE_JITTER,0.9994702251296291,477.0
Car 5,2025-12-18 05:30:08,477.0,0,0.0,21.69541,104.852074,"Phường Âu Lâu, Tỉnh Lào Cai",0.0,5.0,44,0,0.0,0.0,477.0,0.0,5.0,1,Stopped,0,0,0,0,0,VALID,VALID,0.7995306738183037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,596.6,1.1932,2.983,7.1592,20.881000000000004,477.0,477.0,477.0,0.0,0.0,0.0,0,0,0.0,STABLE_JITTER,STABLE_JITTER,0.9994702251296291,477.0
